ping_ms,download_mbps,upload_mbps,organization,server_ip,sponsor,city,browser,iteration,time,platform,Location,Scenario,subnet_15,client_ip_operator
53.0,449.78,105.54,iCloud Private Relay,172.225.121.138,Uania,Milano,safari,13.0,1664460566.297334,Darwin,IT,PR,172.224.0.0/14,Akamai
34.0,165.12,123.33,iCloud Private Relay,172.226.14.26,HAL Service SPA,Milano,safari,1.0,1664459276.714566,Darwin,IT,PR,172.224.0.0/14,Akamai
34.0,489.58,124.82,iCloud Private Relay,172.226.14.26,Fiber Telecom SPA,Milano,safari,9.0,1664460124.014015,Darwin,IT,PR,172.224.0.0/14,Akamai
54.0,483.26,104.26,iCloud Private Relay,172.225.121.138,Uania,Milano,safari,10.0,1664460231.4133492,Darwin,IT,PR,172.224.0.0/14,Akamai
33.0,504.5,105.79,iCloud Private Relay,172.225.144.172,PVDataNet,Milano,safari,19.0,1664461225.428413,Darwin,IT,PR,172.224.0.0/14,Akamai
33.0,527.32,123.88,iCloud Private Relay,172.226.14.26,HAL Service SPA,Milano,safari,2.0,1664459380.730814,Darwin,IT,PR,172.224.0.0/14,Akamai
34.0,493.43,124.0,iCloud Private Relay,172.226.14.26,PVDataNet,Milano,safari,12.0,1664460461.306203,Darwin,IT,PR,172.224.0.0/14,Akamai
33.0,500.01,123.98,iCloud Private Relay,172.226.14.24,HAL Service SPA,Milano,safari,18.0,1664461121.381221,Darwin,IT,PR,172.224.0.0/14,Akamai
34.0,480.37,117.4,iCloud Private Relay,172.226.14.12,PVDataNet,Milano,safari,14.0,1664460670.851386,Darwin,IT,PR,172.224.0.0/14,Akamai
34.0,414.22,124.5,iCloud Private Relay,172.225.144.188,Uania,Milano,safari,0.0,1664459171.178764,Darwin,IT,PR,172.224.0.0/14,Akamai
34.0,431.56,125.05,iCloud Private Relay,172.225.144.172,HAL Service SPA,Milano,safari,17.0,1664460983.789522,Darwin,IT,PR,172.224.0.0/14,Akamai
33.0,490.64,123.42,iCloud Private Relay,172.226.14.12,Melita,Milan,safari,16.0,1664460859.6921878,Darwin,IT,PR,172.224.0.0/14,Akamai
35.0,497.09,122.35,iCloud Private Relay,172.226.14.12,Fiber Telecom SPA,Milano,safari,8.0,1664460013.688904,Darwin,IT,PR,172.224.0.0/14,Akamai
34.0,478.3,124.89,iCloud Private Relay,172.225.144.184,PVDataNet,Milano,safari,7.0,1664459907.3481758,Darwin,IT,PR,172.224.0.0/14,Akamai
44.0,511.98,126.87,iCloud Private Relay,172.225.144.172,HAL Service SPA,Milano,safari,6.0,1664459802.25068,Darwin,IT,PR,172.224.0.0/14,Akamai
34.0,431.13,70.67,iCloud Private Relay,172.225.144.188,Melita,Milan,safari,3.0,1664459484.8780968,Darwin,IT,PR,172.224.0.0/14,Akamai
34.0,444.69,111.86,iCloud Private Relay,172.226.14.26,PVDataNet,Milano,safari,4.0,1664459589.906712,Darwin,IT,PR,172.224.0.0/14,Akamai
34.0,498.29,125.23,iCloud Private Relay,172.225.144.188,PVDataNet,Milano,safari,5.0,1664459694.8535879,Darwin,IT,PR,172.224.0.0/14,Akamai
53.0,462.2,73.78,iCloud Private Relay,172.225.121.138,Uania,Milano,safari,11.0,1664460336.411977,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,359.83,73.55,iCloud Private Relay,172.226.14.9,Nethive SRL,Milano,safari,37.0,1665426452.910151,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,378.18,73.4,iCloud Private Relay,172.225.144.180,Fiber Telecom SPA,Milano,safari,89.0,1665433746.473293,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,356.58,50.45,iCloud Private Relay,172.226.14.9,Fiber Telecom SPA,Milano,safari,28.0,1665425505.484663,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,368.52,73.24,iCloud Private Relay,172.226.14.24,Melita,Milan,safari,76.0,1665431824.927503,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,368.23,73.56,iCloud Private Relay,172.225.144.180,Melita,Milan,safari,75.0,1665431719.921477,Darwin,IT,PR,172.224.0.0/14,Akamai
81.0,340.3,73.15,iCloud Private Relay,172.225.121.179,Sky Wifi,Milano,safari,57.0,1665428985.267107,Darwin,IT,PR,172.224.0.0/14,Akamai
64.0,374.83,74.0,iCloud Private Relay,172.226.14.9,Melita,Milan,safari,63.0,1665429949.750568,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,366.45,70.26,iCloud Private Relay,172.226.14.9,HAL Service SPA,Milano,safari,13.0,1665423918.890271,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,366.63,51.39,iCloud Private Relay,172.225.144.160,Melita,Milan,safari,1.0,1665422684.86631,Darwin,IT,PR,172.224.0.0/14,Akamai
187.0,362.27,4.09,iCloud Private Relay,172.226.14.11,Melita,Milan,safari,9.0,1665423495.1904352,Darwin,IT,PR,172.224.0.0/14,Akamai
55.0,365.92,73.16,iCloud Private Relay,172.226.14.4,HAL Service SPA,Milano,safari,20.0,1665424661.049993,Darwin,IT,PR,172.224.0.0/14,Akamai
77.0,321.13,45.6,iCloud Private Relay,172.225.121.139,KT Solutions Wireless Internet Service Provider,Milano,safari,36.0,1665426347.597208,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,378.12,52.65,iCloud Private Relay,172.226.14.24,Nethive SRL,Milano,safari,62.0,1665429783.988889,Darwin,IT,PR,172.224.0.0/14,Akamai
80.0,331.21,66.43,iCloud Private Relay,172.225.121.139,Sky Wifi,Milano,safari,45.0,1665427261.071863,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,377.42,50.81,iCloud Private Relay,172.226.14.24,Sky Wifi,Milano,safari,88.0,1665433641.422564,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,374.26,73.59,iCloud Private Relay,172.226.14.9,Melita,Milan,safari,39.0,1665426663.1066859,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,361.78,73.28,iCloud Private Relay,172.225.144.180,HAL Service SPA,Milano,safari,78.0,1665432095.7989702,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,374.04,70.03,iCloud Private Relay,172.225.144.176,PVDataNet,Milano,safari,99.0,1665435196.051486,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,365.85,50.03,iCloud Private Relay,172.226.14.4,Fiber Telecom SPA,Milano,safari,30.0,1665425716.7380102,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,366.72,73.53,iCloud Private Relay,172.226.14.4,HAL Service SPA,Milano,safari,34.0,1665426136.606935,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,368.49,73.59,iCloud Private Relay,172.225.144.160,Melita,Milan,safari,10.0,1665423600.79022,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,375.21,73.96,iCloud Private Relay,172.225.144.160,PVDataNet,Milano,safari,21.0,1665424766.0787132,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,371.09,50.4,iCloud Private Relay,172.226.14.24,Melita,Milan,safari,87.0,1665433534.6682482,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,352.02,60.04,iCloud Private Relay,172.226.14.4,HAL Service SPA,Milano,safari,19.0,1665424555.183757,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,377.33,74.42,iCloud Private Relay,172.226.14.4,Fiber Telecom SPA,Milano,safari,32.0,1665425926.364117,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,365.15,73.49,iCloud Private Relay,172.226.14.4,Melita,Milan,safari,40.0,1665426769.25591,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,362.65,74.24,iCloud Private Relay,172.226.14.4,HAL Service SPA,Milano,safari,24.0,1665425083.9502,Darwin,IT,PR,172.224.0.0/14,Akamai
64.0,375.18,33.83,iCloud Private Relay,172.226.14.9,PVDataNet,Milano,safari,67.0,1665430632.785273,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,368.07,50.6,iCloud Private Relay,172.226.14.24,HAL Service SPA,Milano,safari,79.0,1665432202.0756931,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,361.63,51.5,iCloud Private Relay,172.226.14.9,HAL Service SPA,Milano,safari,58.0,1665429091.064031,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,376.19,73.61,iCloud Private Relay,172.226.14.9,Fiber Telecom SPA,Milano,safari,31.0,1665425821.369091,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,369.91,27.45,iCloud Private Relay,172.226.14.31,HAL Service SPA,Milano,safari,65.0,1665430164.5338519,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,357.01,74.76,iCloud Private Relay,172.225.144.160,HAL Service SPA,Milano,safari,2.0,1665422790.823391,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,369.57,73.57,iCloud Private Relay,172.226.14.17,Fiber Telecom SPA,Milano,safari,48.0,1665427894.8390641,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,366.75,73.61,iCloud Private Relay,172.226.14.18,HAL Service SPA,Milano,safari,12.0,1665423812.0289652,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,368.8,5.48,iCloud Private Relay,172.225.144.160,Melita,Milan,safari,18.0,1665424446.9340632,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,376.01,73.22,iCloud Private Relay,172.226.14.31,Fiber Telecom SPA,Milano,safari,61.0,1665429676.489944,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,377.12,74.43,iCloud Private Relay,172.225.144.160,HAL Service SPA,Milano,safari,23.0,1665424977.647257,Darwin,IT,PR,172.224.0.0/14,Akamai
80.0,339.59,65.33,iCloud Private Relay,172.225.121.179,HAL Service SPA,Milano,safari,53.0,1665428385.4356852,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,366.11,73.54,iCloud Private Relay,172.226.14.4,PVDataNet,Milano,safari,35.0,1665426241.768468,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,377.92,73.65,iCloud Private Relay,172.225.144.180,HAL Service SPA,Milano,safari,86.0,1665433429.626078,Darwin,IT,PR,172.224.0.0/14,Akamai
78.0,329.46,66.37,iCloud Private Relay,172.225.121.139,Uania,Milano,safari,52.0,1665428277.9332879,Darwin,IT,PR,172.224.0.0/14,Akamai
124.0,233.64,74.75,iCloud Private Relay,172.226.14.4,Melita,Milan,safari,41.0,1665426876.352399,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,365.86,73.54,iCloud Private Relay,172.226.14.31,Melita,Milan,safari,60.0,1665429565.831255,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,372.77,74.82,iCloud Private Relay,172.226.14.24,SIPORTAL SRL,Milano,safari,91.0,1665433956.823454,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,366.62,72.97,iCloud Private Relay,172.226.14.9,Fiber Telecom SPA,Milano,safari,14.0,1665424023.789459,Darwin,IT,PR,172.224.0.0/14,Akamai
89.0,428.26,10.7,iCloud Private Relay,104.28.60.76,IRIDEOS SpA,Rome,safari,0.0,1665422579.96841,Darwin,IT,PR,104.28.0.0/14,CloudFlare
77.0,332.12,66.69,iCloud Private Relay,172.225.121.139,Uania,Milano,safari,51.0,1665428172.294878,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,370.53,73.52,iCloud Private Relay,172.226.14.4,Fiber Telecom SPA,Milano,safari,25.0,1665425189.737476,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,376.63,72.31,iCloud Private Relay,172.226.14.4,HAL Service SPA,Milano,safari,26.0,1665425295.3348322,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,355.99,50.91,iCloud Private Relay,172.226.14.9,Melita,Milan,safari,29.0,1665425611.136897,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,378.33,16.17,iCloud Private Relay,172.226.14.4,PVDataNet,Milano,safari,17.0,1665424340.543338,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,366.93,50.32,iCloud Private Relay,172.226.14.24,HAL Service SPA,Milano,safari,69.0,1665430848.56631,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,366.31,70.55,iCloud Private Relay,172.226.14.24,Sky Wifi,Milano,safari,90.0,1665433851.170223,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,367.59,73.97,iCloud Private Relay,172.225.144.160,Melita,Milan,safari,27.0,1665425400.037827,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,363.14,49.44,iCloud Private Relay,172.225.144.180,HAL Service SPA,Milano,safari,74.0,1665431554.056983,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,361.36,74.83,iCloud Private Relay,172.225.144.160,HAL Service SPA,Milano,safari,16.0,1665424233.938535,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,361.75,73.53,iCloud Private Relay,172.225.144.180,SIPORTAL SRL,Milano,safari,71.0,1665431315.9527109,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,375.52,73.22,iCloud Private Relay,172.225.144.180,HAL Service SPA,Milano,safari,85.0,1665433324.124071,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,366.84,73.36,iCloud Private Relay,172.226.14.9,Fiber Telecom SPA,Milano,safari,22.0,1665424872.638436,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,367.24,70.82,iCloud Private Relay,172.226.14.18,Fiber Telecom SPA,Milano,safari,7.0,1665423318.897704,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,368.7,72.24,iCloud Private Relay,172.225.144.160,Melita,Milan,safari,33.0,1665426031.017094,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,375.82,49.68,iCloud Private Relay,172.226.14.24,Fiber Telecom SPA,Milano,safari,84.0,1665433219.134878,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,268.07,55.06,iCloud Private Relay,172.226.14.18,Sky Wifi,Milano,safari,6.0,1665423213.57792,Darwin,IT,PR,172.224.0.0/14,Akamai
77.0,343.52,44.2,iCloud Private Relay,172.225.121.139,KT Solutions Wireless Internet Service Provider,Milano,safari,46.0,1665427366.925764,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,369.87,73.96,iCloud Private Relay,172.226.14.18,Melita,Milan,safari,3.0,1665422896.577568,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,366.78,73.66,iCloud Private Relay,172.225.144.180,KT Solutions Wireless Internet Service Provider,Milano,safari,77.0,1665431991.135325,Darwin,IT,PR,172.224.0.0/14,Akamai
77.0,332.78,66.7,iCloud Private Relay,172.225.121.139,Uania,Milano,safari,44.0,1665427155.175615,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,367.61,72.98,iCloud Private Relay,172.225.144.160,HAL Service SPA,Milano,safari,38.0,1665426558.017885,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,377.04,73.75,iCloud Private Relay,172.226.14.18,HAL Service SPA,Milano,safari,15.0,1665424129.1333492,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,367.19,74.42,iCloud Private Relay,172.226.14.17,HAL Service SPA,Milano,safari,50.0,1665428065.6046631,Darwin,IT,PR,172.224.0.0/14,Akamai
56.0,360.13,50.47,iCloud Private Relay,172.226.14.24,HAL Service SPA,Milano,safari,83.0,1665433111.58329,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,243.46,73.39,iCloud Private Relay,172.225.144.180,Melita,Milan,safari,92.0,1665434063.182945,Darwin,IT,PR,172.224.0.0/14,Akamai
58.0,367.13,51.79,iCloud Private Relay,172.226.14.11,Melita,Milan,safari,4.0,1665423002.6233358,Darwin,IT,PR,172.224.0.0/14,Akamai
57.0,378.01,51.17,iCloud Private Relay,172.225.144.160,HAL Service SPA,Milano,safari,5.0,1665423107.567232,Darwin,IT,PR,172.224.0.0/14,Akamai
77.0,365.83,72.77,iCloud Private Relay,172.226.14.11,Melita,Milan,safari,11.0,1665423706.77636,Darwin,IT,PR,172.224.0.0/14,Akamai
7.0,540.66,525.3,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,13.0,1664463471.218121,Darwin,IT,Native,140.104.0.0/14,Other
6.0,557.22,513.96,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,1.0,1664462210.3179488,Darwin,IT,Native,140.104.0.0/14,Other
6.0,537.93,519.96,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,9.0,1664463049.533949,Darwin,IT,Native,140.104.0.0/14,Other
6.0,550.11,465.59,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,10.0,1664463153.876053,Darwin,IT,Native,140.104.0.0/14,Other
6.0,540.11,535.01,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,19.0,1664464046.336223,Darwin,IT,Native,140.104.0.0/14,Other
6.0,533.67,526.37,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,2.0,1664462314.555521,Darwin,IT,Native,140.104.0.0/14,Other
7.0,522.22,538.05,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,12.0,1664463366.8608158,Darwin,IT,Native,140.104.0.0/14,Other
6.0,538.4,336.57,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,18.0,1664463932.241224,Darwin,IT,Native,140.104.0.0/14,Other
6.0,537.25,523.98,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,14.0,1664463575.838547,Darwin,IT,Native,140.104.0.0/14,Other
7.0,544.46,521.26,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,0.0,1664462106.266284,Darwin,IT,Native,140.104.0.0/14,Other
6.0,532.67,523.4,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,17.0,1664463828.1420832,Darwin,IT,Native,140.104.0.0/14,Other
10.0,546.89,544.05,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,8.0,1664462943.4767811,Darwin,IT,Native,140.104.0.0/14,Other
26.0,521.31,520.76,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,7.0,1664462839.482713,Darwin,IT,Native,140.104.0.0/14,Other
26.0,330.57,231.8,GARR,140.105.161.44,Ascotlc SpA,San Vendemiano,safari,6.0,1664462735.0342631,Darwin,IT,Native,140.104.0.0/14,Other
25.0,562.93,433.14,GARR,140.105.161.44,Ascotlc SpA,San Vendemiano,safari,3.0,1664462418.50751,Darwin,IT,Native,140.104.0.0/14,Other
26.0,518.71,386.71,GARR,140.105.161.44,Ascotlc SpA,San Vendemiano,safari,4.0,1664462523.1732218,Darwin,IT,Native,140.104.0.0/14,Other
26.0,500.95,416.76,GARR,140.105.161.44,Ascotlc SpA,San Vendemiano,safari,5.0,1664462627.233396,Darwin,IT,Native,140.104.0.0/14,Other
6.0,531.62,525.2,GARR,140.105.161.44,Bostjan Industries Inc.,Ljubljana,safari,11.0,1664463260.924459,Darwin,IT,Native,140.104.0.0/14,Other
14.0,328.1,220.49,GARR,140.105.160.15,ASDASD srl,Venice,safari,37.0,1665488057.510736,Darwin,IT,Native,140.104.0.0/14,Other
14.0,589.38,266.66,GARR,140.105.160.15,ASDASD srl,Venice,safari,89.0,1665493237.446826,Darwin,IT,Native,140.104.0.0/14,Other
15.0,514.84,233.27,GARR,140.105.160.15,ASDASD srl,Venice,safari,28.0,1665487102.666869,Darwin,IT,Native,140.104.0.0/14,Other
33.0,487.98,264.15,GARR,140.105.160.15,ASDASD srl,Venice,safari,76.0,1665491873.692672,Darwin,IT,Native,140.104.0.0/14,Other
15.0,595.36,176.82,GARR,140.105.160.15,ASDASD srl,Venice,safari,64.0,1665490769.871118,Darwin,IT,Native,140.104.0.0/14,Other
15.0,496.42,243.62,GARR,140.105.160.15,ASDASD srl,Venice,safari,75.0,1665491769.2301161,Darwin,IT,Native,140.104.0.0/14,Other
15.0,495.21,262.48,GARR,140.105.160.15,ASDASD srl,Venice,safari,57.0,1665490073.8748019,Darwin,IT,Native,140.104.0.0/14,Other
17.0,375.41,238.34,GARR,140.105.160.15,ASDASD srl,Venice,safari,63.0,1665490665.0735989,Darwin,IT,Native,140.104.0.0/14,Other
14.0,538.62,191.26,GARR,140.105.160.15,ASDASD srl,Venice,safari,13.0,1665485565.163232,Darwin,IT,Native,140.104.0.0/14,Other
16.0,509.25,98.35,GARR,140.105.160.15,ASDASD srl,Venice,safari,1.0,1665484293.822568,Darwin,IT,Native,140.104.0.0/14,Other
14.0,483.24,237.57,GARR,140.105.160.15,ASDASD srl,Venice,safari,9.0,1665485144.117238,Darwin,IT,Native,140.104.0.0/14,Other
14.0,514.42,157.8,GARR,140.105.160.15,ASDASD srl,Venice,safari,36.0,1665487951.957071,Darwin,IT,Native,140.104.0.0/14,Other
31.0,594.26,269.03,GARR,140.105.160.15,ASDASD srl,Venice,safari,66.0,1665490940.5679848,Darwin,IT,Native,140.104.0.0/14,Other
14.0,596.38,267.96,GARR,140.105.160.15,ASDASD srl,Venice,safari,62.0,1665490558.526751,Darwin,IT,Native,140.104.0.0/14,Other
15.0,503.91,240.37,GARR,140.105.160.15,ASDASD srl,Venice,safari,45.0,1665488894.4154181,Darwin,IT,Native,140.104.0.0/14,Other
24.0,546.36,234.94,GARR,140.105.160.15,ASDASD srl,Venice,safari,88.0,1665493133.099245,Darwin,IT,Native,140.104.0.0/14,Other
16.0,576.43,249.01,GARR,140.105.160.15,ASDASD srl,Venice,safari,94.0,1665493762.807849,Darwin,IT,Native,140.104.0.0/14,Other
15.0,537.35,255.84,GARR,140.105.160.15,ASDASD srl,Venice,safari,39.0,1665488266.3426719,Darwin,IT,Native,140.104.0.0/14,Other
15.0,390.15,226.17,GARR,140.105.160.15,ASDASD srl,Venice,safari,70.0,1665491281.211179,Darwin,IT,Native,140.104.0.0/14,Other
27.0,490.4,269.29,GARR,140.105.160.15,ASDASD srl,Venice,safari,78.0,1665492085.54451,Darwin,IT,Native,140.104.0.0/14,Other
15.0,346.0,174.57,GARR,140.105.160.15,ASDASD srl,Venice,safari,73.0,1665491557.939696,Darwin,IT,Native,140.104.0.0/14,Other
15.0,480.04,251.05,GARR,140.105.160.15,ASDASD srl,Venice,safari,99.0,1665494311.308674,Darwin,IT,Native,140.104.0.0/14,Other
15.0,535.18,205.88,GARR,140.105.160.15,ASDASD srl,Venice,safari,30.0,1665487313.56071,Darwin,IT,Native,140.104.0.0/14,Other
14.0,527.56,262.75,GARR,140.105.160.15,ASDASD srl,Venice,safari,34.0,1665487740.3580859,Darwin,IT,Native,140.104.0.0/14,Other
16.0,469.01,261.47,GARR,140.105.160.15,ASDASD srl,Venice,safari,10.0,1665485248.967784,Darwin,IT,Native,140.104.0.0/14,Other
14.0,525.66,228.88,GARR,140.105.160.15,ASDASD srl,Venice,safari,21.0,1665486368.979809,Darwin,IT,Native,140.104.0.0/14,Other
16.0,543.02,234.06,GARR,140.105.160.15,ASDASD srl,Venice,safari,87.0,1665493029.1498141,Darwin,IT,Native,140.104.0.0/14,Other
15.0,571.58,165.4,GARR,140.105.160.15,ASDASD srl,Venice,safari,82.0,1665492505.9491892,Darwin,IT,Native,140.104.0.0/14,Other
15.0,493.09,240.57,GARR,140.105.160.15,ASDASD srl,Venice,safari,98.0,1665494183.607601,Darwin,IT,Native,140.104.0.0/14,Other
15.0,523.14,199.0,GARR,140.105.160.15,ASDASD srl,Venice,safari,19.0,1665486198.395736,Darwin,IT,Native,140.104.0.0/14,Other
29.0,543.67,226.01,GARR,140.105.160.15,ASDASD srl,Venice,safari,32.0,1665487529.262249,Darwin,IT,Native,140.104.0.0/14,Other
15.0,510.44,206.25,GARR,140.105.160.15,ASDASD srl,Venice,safari,40.0,1665488371.100045,Darwin,IT,Native,140.104.0.0/14,Other
31.0,572.11,401.67,GARR,140.105.160.15,Ascotlc SpA,San Vendemiano,safari,81.0,1665492401.609143,Darwin,IT,Native,140.104.0.0/14,Other
15.0,503.96,206.0,GARR,140.105.160.15,ASDASD srl,Venice,safari,24.0,1665486684.351449,Darwin,IT,Native,140.104.0.0/14,Other
15.0,519.39,249.53,GARR,140.105.160.15,ASDASD srl,Venice,safari,79.0,1665492191.595482,Darwin,IT,Native,140.104.0.0/14,Other
15.0,438.5,163.42,GARR,140.105.160.15,ASDASD srl,Venice,safari,58.0,1665490178.4548109,Darwin,IT,Native,140.104.0.0/14,Other
15.0,495.74,252.18,GARR,140.105.160.15,ASDASD srl,Venice,safari,43.0,1665488685.916408,Darwin,IT,Native,140.104.0.0/14,Other
15.0,526.37,261.1,GARR,140.105.160.15,ASDASD srl,Venice,safari,31.0,1665487424.0163999,Darwin,IT,Native,140.104.0.0/14,Other
16.0,534.52,162.02,GARR,140.105.160.15,ASDASD srl,Venice,safari,80.0,1665492297.548248,Darwin,IT,Native,140.104.0.0/14,Other
15.0,538.33,151.76,GARR,140.105.160.15,ASDASD srl,Venice,safari,2.0,1665484400.8194518,Darwin,IT,Native,140.104.0.0/14,Other
25.0,588.65,260.16,GARR,140.105.160.15,ASDASD srl,Venice,safari,12.0,1665485459.013361,Darwin,IT,Native,140.104.0.0/14,Other
25.0,507.33,397.82,GARR,140.105.160.15,Ascotlc SpA,San Vendemiano,safari,18.0,1665486093.796064,Darwin,IT,Native,140.104.0.0/14,Other
16.0,469.91,255.54,GARR,140.105.160.15,ASDASD srl,Venice,safari,23.0,1665486578.982003,Darwin,IT,Native,140.104.0.0/14,Other
14.0,535.11,257.64,GARR,140.105.160.15,ASDASD srl,Venice,safari,53.0,1665489656.905366,Darwin,IT,Native,140.104.0.0/14,Other
15.0,489.41,168.07,GARR,140.105.160.15,ASDASD srl,Venice,safari,49.0,1665489237.408849,Darwin,IT,Native,140.104.0.0/14,Other
18.0,491.64,119.54,GARR,140.105.160.15,ASDASD srl,Venice,safari,56.0,1665489969.654083,Darwin,IT,Native,140.104.0.0/14,Other
24.0,513.91,239.24,GARR,140.105.160.15,ASDASD srl,Venice,safari,68.0,1665491111.110244,Darwin,IT,Native,140.104.0.0/14,Other
29.0,533.51,244.28,GARR,140.105.160.15,ASDASD srl,Venice,safari,35.0,1665487846.5601878,Darwin,IT,Native,140.104.0.0/14,Other
14.0,583.35,256.4,GARR,140.105.160.15,ASDASD srl,Venice,safari,86.0,1665492924.996754,Darwin,IT,Native,140.104.0.0/14,Other
19.0,527.76,232.61,GARR,140.105.160.15,ASDASD srl,Venice,safari,52.0,1665489552.457023,Darwin,IT,Native,140.104.0.0/14,Other
15.0,581.96,220.17,GARR,140.105.160.15,ASDASD srl,Venice,safari,95.0,1665493868.009005,Darwin,IT,Native,140.104.0.0/14,Other
33.0,571.11,203.76,GARR,140.105.160.15,ASDASD srl,Venice,safari,97.0,1665494078.0091891,Darwin,IT,Native,140.104.0.0/14,Other
18.0,532.18,278.55,GARR,140.105.160.15,ASDASD srl,Venice,safari,41.0,1665488475.99729,Darwin,IT,Native,140.104.0.0/14,Other
15.0,473.17,181.89,GARR,140.105.160.15,ASDASD srl,Venice,safari,60.0,1665490388.79399,Darwin,IT,Native,140.104.0.0/14,Other
16.0,566.11,253.04,GARR,140.105.160.15,ASDASD srl,Venice,safari,91.0,1665493447.358363,Darwin,IT,Native,140.104.0.0/14,Other
15.0,479.72,234.9,GARR,140.105.160.15,ASDASD srl,Venice,safari,14.0,1665485670.953975,Darwin,IT,Native,140.104.0.0/14,Other
21.0,541.59,252.03,GARR,140.105.160.15,ASDASD srl,Venice,safari,0.0,1665484189.619654,Darwin,IT,Native,140.104.0.0/14,Other
16.0,556.59,260.11,GARR,140.105.160.15,ASDASD srl,Venice,safari,51.0,1665489447.462516,Darwin,IT,Native,140.104.0.0/14,Other
17.0,507.99,248.07,GARR,140.105.160.15,ASDASD srl,Venice,safari,25.0,1665486789.115679,Darwin,IT,Native,140.104.0.0/14,Other
16.0,476.59,215.63,GARR,140.105.160.15,ASDASD srl,Venice,safari,59.0,1665490284.803005,Darwin,IT,Native,140.104.0.0/14,Other
