ping_ms,download_mbps,upload_mbps,organization,server_ip,sponsor,city,browser,iteration,time,platform,Location,Scenario,subnet_15,client_ip_operator
2.0,936.42,930.45,RENATER,140.77.13.131,SFR,Lyon,safari,3.0,1666339083.316003,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.67,934.61,RENATER,140.77.13.131,SFR,Lyon,safari,77.0,1666346818.756916,Darwin,FR,Native,140.76.0.0/14,Other
3.0,935.73,938.73,RENATER,140.77.13.131,SFR,Lyon,safari,44.0,1666343358.175796,Darwin,FR,Native,140.76.0.0/14,Other
2.0,934.85,931.85,RENATER,140.77.13.131,SFR,Lyon,safari,141.0,1666353582.907857,Darwin,FR,Native,140.76.0.0/14,Other
3.0,936.4,939.34,RENATER,140.77.13.131,SFR,Lyon,safari,38.0,1666342740.6390011,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.68,931.18,RENATER,140.77.13.131,LASOTEL,Lyon,safari,125.0,1666351887.0479228,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.8,925.68,RENATER,140.77.13.131,LASOTEL,Lyon,safari,93.0,1666348490.89971,Darwin,FR,Native,140.76.0.0/14,Other
3.0,938.3,938.82,RENATER,140.77.13.131,LASOTEL,Lyon,safari,15.0,1666340345.926892,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.63,937.86,RENATER,140.77.13.131,SFR,Lyon,safari,50.0,1666343973.56777,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.41,926.61,RENATER,140.77.13.131,LASOTEL,Lyon,safari,83.0,1666347449.668176,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.18,925.4,RENATER,140.77.13.131,LASOTEL,Lyon,safari,92.0,1666348388.744749,Darwin,FR,Native,140.76.0.0/14,Other
2.0,929.86,937.57,RENATER,140.77.13.131,SFR,Lyon,safari,4.0,1666339189.362989,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.31,936.84,RENATER,140.77.13.131,LASOTEL,Lyon,safari,55.0,1666344508.6600041,Darwin,FR,Native,140.76.0.0/14,Other
3.0,886.31,932.3,RENATER,140.77.13.131,SFR,Lyon,safari,47.0,1666343666.274125,Darwin,FR,Native,140.76.0.0/14,Other
3.0,933.2,936.68,RENATER,140.77.13.131,LASOTEL,Lyon,safari,5.0,1666339291.604948,Darwin,FR,Native,140.76.0.0/14,Other
3.0,935.51,937.55,RENATER,140.77.13.131,SFR,Lyon,safari,11.0,1666339929.332465,Darwin,FR,Native,140.76.0.0/14,Other
2.0,929.52,916.58,RENATER,140.77.13.131,LASOTEL,Lyon,safari,28.0,1666281522.77812,Darwin,FR,Native,140.76.0.0/14,Other
2.0,925.85,924.99,RENATER,140.77.13.131,LASOTEL,Lyon,safari,13.0,1666279947.412758,Darwin,FR,Native,140.76.0.0/14,Other
2.0,932.28,932.37,RENATER,140.77.13.131,SFR,Lyon,safari,1.0,1666278682.452234,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.03,921.98,RENATER,140.77.13.131,LASOTEL,Lyon,safari,9.0,1666279533.9569962,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.27,931.51,RENATER,140.77.13.131,SFR,Lyon,safari,20.0,1666280676.407414,Darwin,FR,Native,140.76.0.0/14,Other
3.0,931.5,928.65,RENATER,140.77.13.131,SFR,Lyon,safari,10.0,1666279638.46462,Darwin,FR,Native,140.76.0.0/14,Other
2.0,934.67,930.16,RENATER,140.77.13.131,SFR,Lyon,safari,21.0,1666280784.731976,Darwin,FR,Native,140.76.0.0/14,Other
2.0,934.01,926.5,RENATER,140.77.13.131,LASOTEL,Lyon,safari,19.0,1666280573.8334699,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.0,919.04,RENATER,140.77.13.131,LASOTEL,Lyon,safari,24.0,1666281099.592204,Darwin,FR,Native,140.76.0.0/14,Other
2.0,933.57,933.17,RENATER,140.77.13.131,SFR,Lyon,safari,2.0,1666278790.620994,Darwin,FR,Native,140.76.0.0/14,Other
2.0,934.32,906.96,RENATER,140.77.13.131,LASOTEL,Lyon,safari,12.0,1666279843.288217,Darwin,FR,Native,140.76.0.0/14,Other
2.0,933.56,933.62,RENATER,140.77.13.131,SFR,Lyon,safari,18.0,1666280464.313406,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.12,933.89,RENATER,140.77.13.131,SFR,Lyon,safari,23.0,1666280989.733716,Darwin,FR,Native,140.76.0.0/14,Other
2.0,928.5,913.41,RENATER,140.77.13.131,LASOTEL,Lyon,safari,14.0,1666280051.3332548,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.47,924.51,RENATER,140.77.13.131,LASOTEL,Lyon,safari,0.0,1666278579.795692,Darwin,FR,Native,140.76.0.0/14,Other
2.0,932.86,926.46,RENATER,140.77.13.131,SFR,Lyon,safari,25.0,1666281209.5477152,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.92,917.17,RENATER,140.77.13.131,LASOTEL,Lyon,safari,26.0,1666281311.9245849,Darwin,FR,Native,140.76.0.0/14,Other
3.0,927.2,928.86,RENATER,140.77.13.131,SFR,Lyon,safari,29.0,1666281627.490819,Darwin,FR,Native,140.76.0.0/14,Other
2.0,928.51,927.77,RENATER,140.77.13.131,SFR,Lyon,safari,17.0,1666280361.810314,Darwin,FR,Native,140.76.0.0/14,Other
3.0,937.07,927.73,RENATER,140.77.13.131,SFR,Lyon,safari,27.0,1666281419.985831,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.36,918.17,RENATER,140.77.13.131,LASOTEL,Lyon,safari,16.0,1666280259.354935,Darwin,FR,Native,140.76.0.0/14,Other
2.0,929.84,920.07,RENATER,140.77.13.131,LASOTEL,Lyon,safari,8.0,1666279426.154115,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.72,923.23,RENATER,140.77.13.131,LASOTEL,Lyon,safari,22.0,1666280887.2445152,Darwin,FR,Native,140.76.0.0/14,Other
2.0,932.75,919.58,RENATER,140.77.13.131,LASOTEL,Lyon,safari,7.0,1666279324.0569432,Darwin,FR,Native,140.76.0.0/14,Other
2.0,931.64,934.2,RENATER,140.77.13.131,SFR,Lyon,safari,6.0,1666279214.012222,Darwin,FR,Native,140.76.0.0/14,Other
2.0,928.57,931.17,RENATER,140.77.13.131,SFR,Lyon,safari,3.0,1666278898.7225091,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.42,927.12,RENATER,140.77.13.131,SFR,Lyon,safari,15.0,1666280156.895201,Darwin,FR,Native,140.76.0.0/14,Other
2.0,933.43,927.89,RENATER,140.77.13.131,LASOTEL,Lyon,safari,4.0,1666279000.9909298,Darwin,FR,Native,140.76.0.0/14,Other
2.0,928.85,911.8,RENATER,140.77.13.131,LASOTEL,Lyon,safari,5.0,1666279105.7964742,Darwin,FR,Native,140.76.0.0/14,Other
3.0,924.13,918.39,RENATER,140.77.13.131,SFR,Lyon,safari,11.0,1666279740.57793,Darwin,FR,Native,140.76.0.0/14,Other
17.0,765.93,284.1,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,37.0,1666290291.454079,Darwin,FR,PR,172.224.0.0/14,Akamai
14.0,750.54,346.45,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,28.0,1666288835.81846,Darwin,FR,PR,172.224.0.0/14,Akamai
15.0,874.15,343.94,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,199.0,1666319963.383279,Darwin,FR,PR,172.224.0.0/14,Akamai
41.0,63.46,434.64,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,161.0,1666316070.493589,Darwin,FR,PR,104.28.0.0/14,CloudFlare
15.0,127.79,328.6,iCloud Private Relay,104.28.96.23,ORANGE FRANCE,Marseille,safari,119.0,1666309760.010294,Darwin,FR,PR,104.28.0.0/14,CloudFlare
29.0,601.27,128.21,iCloud Private Relay,172.226.28.62,DFOX,Nice,safari,64.0,1666294978.48315,Darwin,FR,PR,172.224.0.0/14,Akamai
43.0,38.19,0.33,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,187.0,1666318720.668789,Darwin,FR,PR,104.28.0.0/14,CloudFlare
42.0,60.5,912.19,iCloud Private Relay,104.28.135.14,ORANGE FRANCE,Marseille,safari,131.0,1666313021.6551821,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,45.02,0.4,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,182.0,1666318197.049521,Darwin,FR,PR,104.28.0.0/14,CloudFlare
42.0,49.51,0.38,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,155.0,1666315452.362895,Darwin,FR,PR,104.28.0.0/14,CloudFlare
49.0,50.08,913.49,iCloud Private Relay,104.28.34.42,LaFibre.info,Marseille,safari,146.0,1666314515.603557,Darwin,FR,PR,104.28.0.0/14,CloudFlare
29.0,643.53,88.8,iCloud Private Relay,172.226.28.62,DFOX,Nice,safari,57.0,1666294248.4807749,Darwin,FR,PR,172.224.0.0/14,Akamai
30.0,558.52,147.98,iCloud Private Relay,172.226.28.62,DFOX,Nice,safari,63.0,1666294874.382625,Darwin,FR,PR,172.224.0.0/14,Akamai
41.0,28.18,0.42,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,140.0,1666313907.434143,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,76.67,885.2,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,167.0,1666316673.745549,Darwin,FR,PR,104.28.0.0/14,CloudFlare
39.0,611.8,141.93,iCloud Private Relay,172.225.189.191,DFOX,Nice,safari,13.0,1666285655.0302432,Darwin,FR,PR,172.224.0.0/14,Akamai
14.0,760.87,310.1,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,1.0,1666284393.0799308,Darwin,FR,PR,172.224.0.0/14,Akamai
14.0,731.01,343.88,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,9.0,1666285231.983166,Darwin,FR,PR,172.224.0.0/14,Akamai
16.0,799.68,287.92,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,36.0,1666290187.226655,Darwin,FR,PR,172.224.0.0/14,Akamai
14.0,167.55,804.72,iCloud Private Relay,104.28.96.23,ORANGE FRANCE,Marseille,safari,120.0,1666309868.4958432,Darwin,FR,PR,104.28.0.0/14,CloudFlare
42.0,89.55,460.24,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,169.0,1666316881.324784,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,92.62,444.24,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,149.0,1666314824.8393931,Darwin,FR,PR,104.28.0.0/14,CloudFlare
31.0,569.48,149.27,iCloud Private Relay,172.226.28.62,DFOX,Nice,safari,62.0,1666294771.604091,Darwin,FR,PR,172.224.0.0/14,Akamai
41.0,63.35,354.31,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,192.0,1666319244.173043,Darwin,FR,PR,104.28.0.0/14,CloudFlare
14.0,799.23,344.06,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,45.0,1666291127.297823,Darwin,FR,PR,172.224.0.0/14,Akamai
14.0,822.11,339.36,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,39.0,1666290506.170298,Darwin,FR,PR,172.224.0.0/14,Akamai
41.0,45.56,0.44,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,142.0,1666314116.978498,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,47.22,865.64,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,137.0,1666313618.960562,Darwin,FR,PR,104.28.0.0/14,CloudFlare
16.0,118.52,479.96,iCloud Private Relay,104.28.96.22,ORANGE FRANCE,Marseille,safari,114.0,1666309228.0031302,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,46.1,910.18,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,135.0,1666313427.448577,Darwin,FR,PR,104.28.0.0/14,CloudFlare
40.0,90.55,474.01,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,145.0,1666314422.277784,Darwin,FR,PR,104.28.0.0/14,CloudFlare
49.0,101.56,457.18,iCloud Private Relay,104.28.34.42,LaFibre.info,Marseille,safari,185.0,1666318512.615017,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,76.04,912.4,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,150.0,1666314934.0839071,Darwin,FR,PR,104.28.0.0/14,CloudFlare
14.0,138.69,387.64,iCloud Private Relay,104.28.96.23,ORANGE FRANCE,Marseille,safari,115.0,1666309336.464767,Darwin,FR,PR,104.28.0.0/14,CloudFlare
16.0,139.4,853.42,iCloud Private Relay,104.28.96.22,ORANGE FRANCE,Marseille,safari,109.0,1666308709.524947,Darwin,FR,PR,104.28.0.0/14,CloudFlare
49.0,85.13,635.39,iCloud Private Relay,104.28.34.42,LaFibre.info,Marseille,safari,171.0,1666317089.903338,Darwin,FR,PR,104.28.0.0/14,CloudFlare
16.0,752.15,285.31,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,34.0,1666289980.881981,Darwin,FR,PR,172.224.0.0/14,Akamai
40.0,667.86,130.79,iCloud Private Relay,172.225.158.138,DFOX,Nice,safari,10.0,1666285337.7691689,Darwin,FR,PR,172.224.0.0/14,Akamai
14.0,155.4,328.05,iCloud Private Relay,104.28.96.22,ORANGE FRANCE,Marseille,safari,103.0,1666308061.709878,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,96.07,444.84,iCloud Private Relay,104.28.34.42,,,safari,186.0,1666318616.283106,Darwin,FR,PR,104.28.0.0/14,CloudFlare
14.0,166.53,685.41,iCloud Private Relay,104.28.96.23,ORANGE FRANCE,Marseille,safari,121.0,1666309977.186867,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,45.97,0.41,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,156.0,1666315556.949667,Darwin,FR,PR,104.28.0.0/14,CloudFlare
24.0,114.53,271.6,iCloud Private Relay,104.28.96.22,iBakerServer,Marseille,safari,111.0,1666308921.120856,Darwin,FR,PR,104.28.0.0/14,CloudFlare
16.0,127.48,412.24,iCloud Private Relay,104.28.96.22,ORANGE FRANCE,Marseille,safari,112.0,1666309029.641065,Darwin,FR,PR,104.28.0.0/14,CloudFlare
17.0,160.34,218.66,iCloud Private Relay,104.28.96.23,ORANGE FRANCE,Marseille,safari,107.0,1666308492.062592,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,90.47,453.39,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,177.0,1666317670.3044019,Darwin,FR,PR,104.28.0.0/14,CloudFlare
38.0,632.49,145.35,iCloud Private Relay,172.225.189.191,DFOX,Nice,safari,19.0,1666286285.694116,Darwin,FR,PR,172.224.0.0/14,Akamai
15.0,861.58,277.18,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,32.0,1666289773.4672818,Darwin,FR,PR,172.224.0.0/14,Akamai
17.0,120.26,468.53,iCloud Private Relay,104.28.96.22,ORANGE FRANCE,Marseille,safari,113.0,1666309133.728624,Darwin,FR,PR,104.28.0.0/14,CloudFlare
14.0,862.73,343.92,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,196.0,1666319651.379781,Darwin,FR,PR,172.224.0.0/14,Akamai
42.0,66.73,369.61,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,153.0,1666315244.5884879,Darwin,FR,PR,104.28.0.0/14,CloudFlare
15.0,800.54,307.67,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,40.0,1666290609.865129,Darwin,FR,PR,172.224.0.0/14,Akamai
42.0,55.37,520.32,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,166.0,1666316576.135422,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,51.01,488.95,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,154.0,1666315341.9645178,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,91.8,799.49,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,189.0,1666318922.0846348,Darwin,FR,PR,104.28.0.0/14,CloudFlare
43.0,43.36,0.42,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,165.0,1666316480.9631329,Darwin,FR,PR,104.28.0.0/14,CloudFlare
42.0,60.81,407.31,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,193.0,1666319353.333705,Darwin,FR,PR,104.28.0.0/14,CloudFlare
42.0,84.87,491.33,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,176.0,1666317572.332466,Darwin,FR,PR,104.28.0.0/14,CloudFlare
16.0,157.18,510.57,iCloud Private Relay,104.28.96.23,ORANGE FRANCE,Marseille,safari,108.0,1666308600.389455,Darwin,FR,PR,104.28.0.0/14,CloudFlare
31.0,619.32,149.54,iCloud Private Relay,172.226.28.62,DFOX,Nice,safari,58.0,1666294359.3793652,Darwin,FR,PR,172.224.0.0/14,Akamai
42.0,59.37,554.34,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,170.0,1666316985.882586,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,74.49,758.36,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,148.0,1666314728.7995589,Darwin,FR,PR,104.28.0.0/14,CloudFlare
14.0,798.76,335.86,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,43.0,1666290920.811706,Darwin,FR,PR,172.224.0.0/14,Akamai
46.0,46.13,0.42,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,184.0,1666318409.165539,Darwin,FR,PR,104.28.0.0/14,CloudFlare
14.0,116.4,319.49,iCloud Private Relay,104.28.96.23,ORANGE FRANCE,Marseille,safari,102.0,1666307951.5200472,Darwin,FR,PR,104.28.0.0/14,CloudFlare
30.0,588.06,69.02,iCloud Private Relay,172.226.28.62,DFOX,Nice,safari,65.0,1666295081.24847,Darwin,FR,PR,172.224.0.0/14,Akamai
14.0,817.31,288.05,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,2.0,1666284499.497834,Darwin,FR,PR,172.224.0.0/14,Akamai
41.0,56.74,909.9,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,147.0,1666314625.1832,Darwin,FR,PR,104.28.0.0/14,CloudFlare
42.0,99.06,395.35,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,162.0,1666316175.187118,Darwin,FR,PR,104.28.0.0/14,CloudFlare
39.0,623.41,145.31,iCloud Private Relay,172.225.189.191,DFOX,Nice,safari,12.0,1666285551.1800241,Darwin,FR,PR,172.224.0.0/14,Akamai
42.0,48.43,860.43,iCloud Private Relay,104.28.34.42,,,safari,136.0,1666313523.685493,Darwin,FR,PR,104.28.0.0/14,CloudFlare
42.0,53.42,363.24,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,138.0,1666313715.3156722,Darwin,FR,PR,104.28.0.0/14,CloudFlare
42.0,105.81,421.74,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,164.0,1666316376.351857,Darwin,FR,PR,104.28.0.0/14,CloudFlare
42.0,85.94,377.96,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,160.0,1666315966.650252,Darwin,FR,PR,104.28.0.0/14,CloudFlare
40.0,591.98,143.24,iCloud Private Relay,172.225.189.191,DFOX,Nice,safari,18.0,1666286182.1371489,Darwin,FR,PR,172.224.0.0/14,Akamai
42.0,106.89,556.17,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,144.0,1666314324.621614,Darwin,FR,PR,104.28.0.0/14,CloudFlare
17.0,175.45,463.48,iCloud Private Relay,104.28.96.22,ORANGE FRANCE,Marseille,safari,106.0,1666308383.583333,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,43.47,0.5,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,143.0,1666314221.010257,Darwin,FR,PR,104.28.0.0/14,CloudFlare
30.0,623.54,149.5,iCloud Private Relay,172.226.28.62,DFOX,Nice,safari,61.0,1666294668.827594,Darwin,FR,PR,172.224.0.0/14,Akamai
42.0,68.28,634.5,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,172.0,1666317185.981834,Darwin,FR,PR,104.28.0.0/14,CloudFlare
42.0,101.1,408.47,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,168.0,1666316777.406713,Darwin,FR,PR,104.28.0.0/14,CloudFlare
14.0,140.7,574.54,iCloud Private Relay,104.28.96.23,ORANGE FRANCE,Marseille,safari,117.0,1666309548.402134,Darwin,FR,PR,104.28.0.0/14,CloudFlare
43.0,55.25,911.0,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,157.0,1666315650.2091289,Darwin,FR,PR,104.28.0.0/14,CloudFlare
16.0,145.25,505.77,iCloud Private Relay,104.28.96.22,ORANGE FRANCE,Marseille,safari,110.0,1666308812.6021,Darwin,FR,PR,104.28.0.0/14,CloudFlare
31.0,734.55,123.84,iCloud Private Relay,172.226.28.62,DFOX,Nice,safari,56.0,1666294139.528599,Darwin,FR,PR,172.224.0.0/14,Akamai
42.0,96.21,469.3,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,178.0,1666317774.65128,Darwin,FR,PR,104.28.0.0/14,CloudFlare
42.0,87.77,169.52,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,151.0,1666315037.4817228,Darwin,FR,PR,104.28.0.0/14,CloudFlare
42.0,89.99,333.05,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,179.0,1666317878.2042491,Darwin,FR,PR,104.28.0.0/14,CloudFlare
17.0,743.81,282.55,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,35.0,1666290084.078766,Darwin,FR,PR,172.224.0.0/14,Akamai
41.0,67.03,911.62,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,158.0,1666315759.394349,Darwin,FR,PR,104.28.0.0/14,CloudFlare
16.0,113.35,796.26,iCloud Private Relay,104.28.96.22,ORANGE FRANCE,Marseille,safari,105.0,1666308278.758655,Darwin,FR,PR,104.28.0.0/14,CloudFlare
14.0,790.21,329.59,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,41.0,1666290714.557848,Darwin,FR,PR,172.224.0.0/14,Akamai
15.0,163.23,500.42,iCloud Private Relay,104.28.96.22,ORANGE FRANCE,Marseille,safari,104.0,1666308170.4016378,Darwin,FR,PR,104.28.0.0/14,CloudFlare
30.0,614.52,148.7,iCloud Private Relay,172.226.28.62,DFOX,Nice,safari,60.0,1666294565.151055,Darwin,FR,PR,172.224.0.0/14,Akamai
42.0,118.76,369.52,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,152.0,1666315140.9517708,Darwin,FR,PR,104.28.0.0/14,CloudFlare
15.0,849.4,343.87,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,198.0,1666319860.925478,Darwin,FR,PR,172.224.0.0/14,Akamai
40.0,563.21,142.56,iCloud Private Relay,172.225.189.191,DFOX,Nice,safari,14.0,1666285759.878209,Darwin,FR,PR,172.224.0.0/14,Akamai
13.0,845.91,331.54,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,0.0,1666284287.226191,Darwin,FR,PR,172.224.0.0/14,Akamai
14.0,807.71,344.18,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,195.0,1666319542.98041,Darwin,FR,PR,172.224.0.0/14,Akamai
15.0,146.06,451.64,iCloud Private Relay,104.28.96.22,ORANGE FRANCE,Marseille,safari,122.0,1666310080.627699,Darwin,FR,PR,104.28.0.0/14,CloudFlare
31.0,615.6,123.51,iCloud Private Relay,172.226.28.62,DFOX,Nice,safari,59.0,1666294462.299074,Darwin,FR,PR,172.224.0.0/14,Akamai
40.0,46.01,0.51,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,181.0,1666318092.7336278,Darwin,FR,PR,104.28.0.0/14,CloudFlare
15.0,114.46,542.46,iCloud Private Relay,104.28.96.23,ORANGE FRANCE,Marseille,safari,118.0,1666309651.38984,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,46.44,0.54,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,183.0,1666318301.256521,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,600.39,144.29,iCloud Private Relay,172.225.189.191,DFOX,Nice,safari,17.0,1666286078.3901582,Darwin,FR,PR,172.224.0.0/14,Akamai
15.0,791.29,342.78,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,42.0,1666290817.699072,Darwin,FR,PR,172.224.0.0/14,Akamai
14.0,824.55,338.96,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,27.0,1666288730.360162,Darwin,FR,PR,172.224.0.0/14,Akamai
41.0,82.98,825.94,iCloud Private Relay,104.28.34.42,,,safari,133.0,1666313223.719858,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,91.36,594.79,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,139.0,1666313812.626891,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,87.53,363.39,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,163.0,1666316279.054383,Darwin,FR,PR,104.28.0.0/14,CloudFlare
40.0,636.01,143.67,iCloud Private Relay,172.225.189.191,DFOX,Nice,safari,16.0,1666285973.6346161,Darwin,FR,PR,172.224.0.0/14,Akamai
42.0,44.82,567.75,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,173.0,1666317281.998615,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,81.63,900.95,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,132.0,1666313125.207956,Darwin,FR,PR,104.28.0.0/14,CloudFlare
13.0,806.94,345.55,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,8.0,1666285127.597912,Darwin,FR,PR,172.224.0.0/14,Akamai
13.0,794.68,346.59,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,7.0,1666285023.502377,Darwin,FR,PR,172.224.0.0/14,Akamai
16.0,836.27,285.98,iCloud Private Relay,172.225.158.138,ORANGE FRANCE,Marseille,safari,33.0,1666289877.612559,Darwin,FR,PR,172.224.0.0/14,Akamai
41.0,48.76,0.45,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,180.0,1666317988.541167,Darwin,FR,PR,104.28.0.0/14,CloudFlare
14.0,99.93,578.57,iCloud Private Relay,104.28.96.22,ORANGE FRANCE,Marseille,safari,101.0,1666307854.6471848,Darwin,FR,PR,104.28.0.0/14,CloudFlare
14.0,126.61,863.08,iCloud Private Relay,104.28.96.23,ORANGE FRANCE,Marseille,safari,123.0,1666310189.2941902,Darwin,FR,PR,104.28.0.0/14,CloudFlare
41.0,48.62,200.16,iCloud Private Relay,104.28.34.42,ORANGE FRANCE,Marseille,safari,188.0,1666318824.699785,Darwin,FR,PR,104.28.0.0/14,CloudFlare
